"","player.name","player.rating","player.pos","player.ht","player.wt","player.nat.rank","player.pos.rank","player.state.rank","player.year","player.team"
"4220","chazz glotta",NA,"sg","6-2",172,NA,NA,NA,2014,"southern-illinois"""
"4221","armon fletcher",NA,"sf","6-6",185,NA,NA,NA,2014,"southern-illinois"""
"4222","david skara",NA,"sf","6-8",208,NA,NA,NA,2014,"valparaiso"""
"4223","tevonn walker",NA,"pg","6-1",195,NA,NA,NA,2014,"valparaiso"""
"4224","max joseph",NA,"pg","6-1",NA,NA,NA,NA,2014,"valparaiso"""
"4225","jacob van","0.7","pg","6-2",180,512,111,33,2014,"air-force"""
"4226","dylan clark","0.7","sg","6-1",175,522,116,7,2014,"air-force"""
"4227","frank toohey",NA,"pf","6-8",215,NA,NA,NA,2014,"air-force"""
"4228","dane norman",NA,"pf","6-7",175,NA,NA,NA,2014,"air-force"""
"4229","pervis louder",NA,"sg","6-3",170,NA,NA,NA,2014,"air-force"""
"4230","chandler hutchison","0.9301","sf","6-5",175,112,29,12,2014,"boise-state"""
"4231","kevin allen",NA,"pf","6-9",230,NA,NA,NA,2014,"boise-state"""
"4232","montigo alford",NA,"pg","5-10",175,NA,NA,NA,2014,"boise-state"""
"4233","zach haney","0.8333","c""","6-11",200,335,31,25,2014,"boise-state"""
"4234","david wacker","0.8279","c""","6-9",230,376,39,27,2014,"boise-state"""
"4235","toby van ry","0.75","pf","6-10",174,497,121,5,2014,"colorado-state"""
"4236","jeremiah  paige","0.8548","cg","6-3",160,237,1,3,2014,"colorado-state"""
"4237","gian clavell","0.84","sg","6-3",185,NA,NA,NA,2014,"colorado-state"""
"4238","nathan bain","0.8062","sf","6-6",190,443,88,9,2014,"colorado-state"""
"4239","daniel mulamba",NA,"pf","6-8",230,NA,NA,NA,2014,"colorado-state"""
"4240","isaiah bailey","0.9197","sf","6-5",180,124,33,15,2014,"fresno-state"""
"4241","terrell carter","0.8329","c""","6-9",275,348,33,33,2014,"fresno-state"""
"4242","eugene artison","0.8217","pf","6-8",185,397,98,8,2014,"fresno-state"""
"4243","kaileb rodriguez","0.8444","pf","6-9",225,NA,NA,NA,2014,"nevada"""
"4244","eric cooper","0.8109","cg","6-2",200,431,6,38,2014,"nevada"""
"4245","jordan goodman","0.92","sf","6-8",200,NA,NA,NA,2014,"new-mexico"""
"4246","sam logwood","0.8777","sf","6-6",200,175,45,5,2014,"new-mexico"""
"4247","joe  furstinger","0.8631","pf","6-8",195,220,54,20,2014,"new-mexico"""
"4248","xavier adams","0.8567","sg","6-5",195,232,54,14,2014,"new-mexico"""
"4249","jj nganga",NA,"c""","6-10",260,NA,NA,NA,2014,"new-mexico"""
"4250","malik pope","0.9803","sf","6-8",175,51,12,6,2014,"san-diego-state"""
"4251","zylan cheatham","0.9703","pf","6-7.5",202,72,13,2,2014,"san-diego-state"""
"4252","trey kell","0.9625","sg","6-3.5",210,83,23,9,2014,"san-diego-state"""
"4253","kevin zabo","0.8784","pg","6-1",170,172,33,6,2014,"san-diego-state"""
"4254","leon bahner",NA,"c""","6-11",240,NA,NA,NA,2014,"san-jose-state"""
"4255","jeremiah ingram","0.84","sf","6-8",215,NA,NA,NA,2014,"san-jose-state"""
"4256","darryl gaynor",NA,"pg","6-2",170,NA,NA,NA,2014,"san-jose-state"""
"4257","ryan singer",NA,"pf","6-11",220,NA,NA,NA,2014,"san-jose-state"""
"4258","rashad vaughn","0.9959","sg","6-5",203,10,3,2,2014,"unlv"""
"4259","dwayne morgan","0.9905","sf","6-8",190,23,5,1,2014,"unlv"""
"4260","patrick mccaw","0.8707","sg","6-5",190,198,47,9,2014,"unlv"""
"4261","goodluck okonoboh","0.9886","c""","6-9",213,28,4,1,2014,"unlv"""
"4262","jordan cornish","0.877","sg","6-6",215,181,45,2,2014,"unlv"""
"4263","sam merrill","0.8112","pg","6-2",175,429,92,4,2014,"utah-state"""
"4264","elston jones","0.8091","c""","6-9",230,435,47,12,2014,"utah-state"""
"4265","darius perkins","0.8","sg","6-2",190,NA,NA,NA,2014,"utah-state"""
"4266","julion pearre",NA,"sg","6-3",NA,NA,NA,NA,2014,"utah-state"""
"4267","chris smith",NA,"sg","6-4",195,NA,NA,NA,2014,"utah-state"""
"4268","henry bolton",NA,"sg","6-2",190,NA,NA,NA,2014,"utah-state"""
"4269","david collette",NA,"pf","6-8",220,NA,NA,NA,2014,"utah-state"""
"4270","tyrell williams",NA,"pf","6-8",225,NA,NA,NA,2014,"wyoming"""
"4271","diontae jones","0.8432","sf","6-5",180,262,56,8,2014,"wyoming"""
"4272","jonathan barnes","0.8062","c""","6-10",245,442,48,4,2014,"wyoming"""
"4273","jeremy lieberman","0.7948","pg","6-2",173,461,98,40,2014,"wyoming"""
"4274","alexander gorski",NA,"sg","6-4",200,NA,NA,NA,2014,"wyoming"""
"4275","jake delaney",NA,"pg","6-2",NA,NA,NA,NA,2014,"denver"""
"4276","jake pemberton",NA,"sg","6-3",170,NA,NA,NA,2014,"denver"""
"4277",NA,NA,NA,NA,NA,NA,NA,NA,2014,"ipfw"""
"4278","cortez macklin",NA,"sg","6-3",175,NA,NA,NA,2014,"iupui"""
"4279","aaron brennan",NA,"pf","6-6",190,NA,NA,NA,2014,"iupui"""
"4280","d.j. mccall",NA,"sg","6-5",180,NA,NA,NA,2014,"iupui"""
"4281","jalen jones",NA,"sf","6-5",190,NA,NA,NA,2014,"nebraska-omaha"""
"4282","devin newsome",NA,"pg","5-9",165,NA,NA,NA,2014,"nebraska-omaha"""
"4283","bryce cashman",NA,"c""","6-10",225,NA,NA,NA,2014,"north-dakota"""
"4284","geno crandall",NA,"pg","6-1",175,NA,NA,NA,2014,"north-dakota"""
"4285","jon sobaski","0.7","cg","6-1",NA,520,10,8,2014,"north-dakota-state"""
"4286","evan wesenberg",NA,"pf","6-6",200,NA,NA,NA,2014,"north-dakota-state"""
"4287","paul miller",NA,"sg","6-4",NA,NA,NA,NA,2014,"north-dakota-state"""
"4288","jake  showalter",NA,"sg","6-3",170,NA,NA,NA,2014,"north-dakota-state"""
"4289","austin sparks","0.7","c""","6-8",225,503,53,6,2014,"south-dakota"""
"4290","justin decker",NA,"pf","6-6",NA,NA,NA,NA,2014,"south-dakota"""
"4291","mike daum",NA,"pf","6-9",NA,NA,NA,NA,2014,"south-dakota-state"""
"4292","ian theisen","0.8333","pf","6-9",215,309,78,5,2014,"south-dakota-state"""
"4293","deondre parks",NA,"sg","6-2",170,NA,NA,NA,2014,"south-dakota-state"""
"4294","reed tellinghuisen",NA,"sf","6-6",185,NA,NA,NA,2014,"south-dakota-state"""
"4295",NA,NA,NA,NA,NA,NA,NA,NA,2014,"western-illinois"""
"4296","griffin kinney",NA,"pf","6-8",220,NA,NA,NA,2014,"appalachian-state"""
"4297","milos kostic",NA,"pf","6-8",225,NA,NA,NA,2014,"appalachian-state"""
"4298","jake babic",NA,"sg","6-5",185,NA,NA,NA,2014,"appalachian-state"""
"4299","landon goesling",NA,"sg","6-2",175,NA,NA,NA,2014,"appalachian-state"""
"4300","dylan hodson",NA,"sg","6-3",180,NA,NA,NA,2014,"appalachian-state"""
"4301","jalen sanders",NA,"pg","5-10",150,NA,NA,NA,2014,"appalachian-state"""
"4302","isiah jones","0.7","sg","6-4",195,NA,NA,NA,2014,"arkansas-state"""
"4303","ronnie white","0.7","c""","6-9",220,NA,NA,NA,2014,"arkansas-state"""
"4304","charles waters","0.7","pf","6-7",NA,NA,NA,NA,2014,"arkansas-state"""
"4305","connor kern","0.7","sg","6-3",NA,515,115,15,2014,"arkansas-state"""
"4306","adam ward","0.7","pf","6-5",220,517,125,34,2014,"arkansas-state"""
"4307","frederic dure","0.7","sf","6-5",170,523,106,2,2014,"arkansas-state"""
"4308","andre brown","0.7","sf","6-6",210,NA,NA,NA,2014,"arkansas-little-rock"""
"4309","jerron washington","0.7","sg","6-4",190,NA,NA,NA,2014,"arkansas-little-rock"""
"4310","james reid","0.7","sg","6-3",185,NA,NA,NA,2014,"arkansas-little-rock"""
"4311","jake allsmiller","0.7981","sg","6-5",190,457,103,9,2014,"georgia-southern"""
"4312","shawn o&#39;connell","0.7","sf","6-8",190,505,102,27,2014,"georgia-southern"""
"4313","jonathan sanks","0.7","sg","6-4",173,513,114,28,2014,"georgia-southern"""
"4314","devonte boykins","0.7","pg","6-1",175,518,112,22,2014,"georgia-southern"""
"4315","coye simmons",NA,"pf","6-7",220,NA,NA,NA,2014,"georgia-southern"""
"4316","johnathan sanks",NA,"sg","6-4",NA,NA,NA,NA,2014,"georgia-southern"""
"4317","mike hughes",NA,"sg","6-3",170,NA,NA,NA,2014,"georgia-southern"""
"4318","jeff thomas","0.8229","sg","6-5",185,390,89,12,2014,"georgia-state"""
"4319","jordan session","0.8087","sf","6-9",190,439,87,20,2014,"georgia-state"""
"4320","jalen brown",NA,"pf","6-8",220,NA,NA,NA,2014,"georgia-state"""
"4321","scott plaisance","0.7","pf","6-9",210,508,123,9,2014,"louisiana"""
"4322","bryce washington","0.7","pf","6-6",230,519,126,10,2014,"louisiana"""
"4323","johnathan stove",NA,"sg","6-4",210,NA,NA,NA,2014,"louisiana"""
"4324","rakeem esco","0.7","cg","6-3",NA,NA,NA,NA,2014,"louisiana-monroe"""
"4325","prince cooper","0.7","sf","6-4",NA,NA,NA,NA,2014,"louisiana-monroe"""
"4326","mack foster","0.7","sg","6-3",200,NA,NA,NA,2014,"louisiana-monroe"""
"4327","roderick taylor","0.7","pf","6-8",NA,524,127,35,2014,"louisiana-monroe"""
"4328","john brown","0.83","sf","6-4",205,NA,NA,NA,2014,"south-alabama"""
"4329","tafari whittingham","0.82","pf","6-8",210,NA,NA,NA,2014,"south-alabama"""
"4330","abdul lewis","0.8194","pf","6-9",220,403,99,17,2014,"south-alabama"""
"4331","taishaun johnson","0.8113","pg","6-1",165,427,91,3,2014,"south-alabama"""
"4332","austin evans",NA,"c""","6-11",NA,NA,NA,NA,2014,"texas-state"""
"4333","jonathan wiley",NA,"sg","6-5",190,NA,NA,NA,2014,"texas-state"""
"4334","chris jones",NA,"pg","6-1",161,NA,NA,NA,2014,"troy"""
"4335","oskars reinfelds",NA,"sg","6-4",190,NA,NA,NA,2014,"troy"""
"4336","christian harrison",NA,"sf","6-4",180,NA,NA,NA,2014,"troy"""
"4337","aaron ariri",NA,"pf","6-9",200,NA,NA,NA,2014,"troy"""
"4338","damion ottman",NA,"pf","6-8",220,NA,NA,NA,2014,"troy"""
"4339","jeremy holliman",NA,"sg","6-1",175,NA,NA,NA,2014,"troy"""
"4340","erick neal",NA,"pg","5-10",160,NA,NA,NA,2014,"texas-arlington"""
"4341","kevin hervey",NA,"sf","6-7",180,NA,NA,NA,2014,"texas-arlington"""
"4342","julian harris",NA,"sg","6-5",NA,NA,NA,NA,2014,"texas-arlington"""
"4343","devin foster",NA,"sg","6-4",185,NA,NA,NA,2014,"chicago-state"""
"4344","latrell love",NA,"pf","6-6",215,NA,NA,NA,2014,"chicago-state"""
"4345","eijah robertson",NA,"sg","6-6",185,NA,NA,NA,2014,"chicago-state"""
"4346",NA,NA,NA,NA,NA,NA,NA,NA,2014,"new-mexico-state"""
"4347","jadon cohee",NA,"pg","6-4",NA,NA,NA,NA,2014,"seattle"""
"4348","drew washington",NA,"sg","6-3",175,NA,NA,NA,2014,"seattle"""
"4349","deshon taylor",NA,"pg","6-2",185,NA,NA,NA,2014,"umkc"""
"4350","thaddeus smith",NA,"c""","6-9",245,NA,NA,NA,2014,"umkc"""
"4351","darius  austin","0.8334","sf","6-6",215,300,61,21,2014,"umkc"""
"4352","noah knight",NA,"sg","6-2",165,NA,NA,NA,2014,"umkc"""
"4353","collin jennings",NA,"sg","6-4",175,NA,NA,NA,2014,"umkc"""
"4354","ryan andrus",NA,"c""","6-10",220,NA,NA,NA,2014,"byu"""
"4355","t.j. haws","0.9795","sg","6-3",170,54,15,1,2014,"byu"""
"4356","payton dastrup","0.926","pf","6-9",218,119,22,3,2014,"byu"""
"4357","jake toolson","0.8447","sf","6-5",200,256,53,8,2014,"byu"""
"4358","dalton nixon","0.8432","sf","6-8",210,261,55,3,2014,"byu"""
"4359","bryan alberts","0.8212","sg","6-5",205,399,93,36,2014,"gonzaga"""
"4360","josh perkins","0.9733","pg","6-2",176,69,15,2,2014,"gonzaga"""
"4361","domantas sabonis","0.8704","pf","6-11",210,200,49,1,2014,"gonzaga"""
"4362","silas melson","0.8606","sg","6-3",170,223,52,2,2014,"gonzaga"""
"4363","dj ursery","0.8333","sg","6-3",175,342,78,32,2014,"pacific"""
"4364","dulani robinson",NA,"pg","5-8",160,NA,NA,NA,2014,"pacific"""
"4365","eric thompson",NA,"pf","6-8",270,NA,NA,NA,2014,"pacific"""
"4366","jacob lampkin",NA,"pf","6-9",195,NA,NA,NA,2014,"pacific"""
"4367","kaleb warner",NA,"sf","6-6",180,NA,NA,NA,2014,"pacific"""
"4368","sami eleraky",NA,"c""","7-0",242,NA,NA,NA,2014,"pacific"""
"4369","gabe taylor",NA,"sg","6-7",185,NA,NA,NA,2014,"portland"""
"4370","jason todd",NA,"sf","6-6",200,NA,NA,NA,2014,"portland"""
"4371","marcus harris","0.7","pg","5-11",155,526,114,36,2014,"san-diego"""
"4372","cameron neubauer",NA,"pf","6-7",210,NA,NA,NA,2014,"san-diego"""
"4373","khalil bedart-ghani",NA,"sg","6-2",185,NA,NA,NA,2014,"san-diego"""
"4374","evan fitzner","0.8345","pf","6-9",210,290,76,26,2014,"st-marys"""
"4375","jock landale",NA,"c""","6-11",255,NA,NA,NA,2014,"st-marys"""
"4376","will ferris",NA,"pg","6-1",175,NA,NA,NA,2014,"eastern-washington"""
"4377","kyle reid",NA,"sf","6-6",180,NA,NA,NA,2014,"eastern-washington"""
"4378","jeffrey solarin","0.7","sf","6-4",NA,514,103,1,2014,"idaho-state"""
"4379","jason mcclellan",NA,"pf","6-9",240,NA,NA,NA,2014,"idaho-state"""
"4380","eugenio luzcando",NA,"pg","6-3",175,NA,NA,NA,2014,"idaho-state"""
"4381","victor sanders",NA,"sg","6-5",195,NA,NA,NA,2014,"idaho"""
"4382","arkadiy mkrtychyan",NA,"sf","6-6",235,NA,NA,NA,2014,"idaho"""
"4383","jake straughan",NA,"pg","6-1",175,NA,NA,NA,2014,"idaho"""
"4384",NA,NA,NA,NA,NA,NA,NA,NA,2014,"montana"""
"4385","ghassan nehme",NA,"sg","6-3",174,NA,NA,NA,2014,"montana-state"""
"4386","bradley fisher",NA,"c""","7-0",245,NA,NA,NA,2014,"montana-state"""
"4387",NA,NA,NA,NA,NA,NA,NA,NA,2014,"charleston-southern"""
"4388",NA,NA,NA,NA,NA,NA,NA,NA,2014,"gardner-webb"""
"4389",NA,NA,NA,NA,NA,NA,NA,NA,2014,"longwood"""
"4390",NA,NA,NA,NA,NA,NA,NA,NA,2014,"unca"""
"4391",NA,NA,NA,NA,NA,NA,NA,NA,2014,"winthrop"""
"4392",NA,NA,NA,NA,NA,NA,NA,NA,2014,"delaware"""
"4393","elijah bryant",NA,"sg","6-5",210,NA,NA,NA,2014,"elon"""
"4394","dmitri thompson","0.8501","sg","6-4",195,247,59,25,2014,"elon"""
"4395","rokas gustys","0.8329","c""","6-9",245,350,34,13,2014,"hofstra"""
"4396","jamall robinson","0.7","sg","6-5",185,502,112,19,2014,"hofstra"""
"4397","andre walker","0.8774","pf","6-10",215,180,38,7,2014,"hofstra"""
"4398",NA,NA,NA,NA,NA,NA,NA,NA,2014,"james-madison"""
"4399",NA,NA,NA,NA,NA,NA,NA,NA,2014,"towson"""
"4400",NA,NA,NA,NA,NA,NA,NA,NA,2014,"wm"""
"4401",NA,NA,NA,NA,NA,NA,NA,NA,2014,"columbia"""
"4402","andre chatfield","0.8287","sg","6-5",170,373,84,16,2014,"harvard"""
"4403","chris egi","0.884","c""","6-9",200,162,16,13,2014,"harvard"""
"4404",NA,NA,NA,NA,NA,NA,NA,NA,2014,"pennsylvania"""
"4405","alec brennan","0.8459","pf","6-10",205,255,66,6,2014,"princeton"""
"4406","jackson forbes","0.8213","sf","6-6",210,398,80,28,2014,"princeton"""
"4407",NA,NA,NA,NA,NA,NA,NA,NA,2014,"yale"""
"4408",NA,NA,NA,NA,NA,NA,NA,NA,2014,"famu"""
"4409",NA,NA,NA,NA,NA,NA,NA,NA,2014,"bryant"""
"4410",NA,NA,NA,NA,NA,NA,NA,NA,2014,"ccsu"""
"4411","trevon woods",NA,"sf","6-6",180,NA,NA,NA,2014,"liu-brooklyn"""
"4412","trevin woods",NA,"sf","6-6",185,NA,NA,NA,2014,"liu-brooklyn"""
"4413","jamil hood jr.",NA,"cg","6-2",170,NA,NA,NA,2014,"liu-brooklyn"""
"4414","marcquise reed",NA,"sg","6-3",180,NA,NA,NA,2014,"robert-morris"""
"4415","ryan skovranko",NA,"sf","6-8",200,NA,NA,NA,2014,"robert-morris"""
"4416","elijah minnie",NA,"pf","6-9",222,NA,NA,NA,2014,"robert-morris"""
"4417","amanze egekeze","0.8379","pf","6-6",193,280,73,18,2014,"belmont"""
"4418","mack mercer","0.8333","pf","6-9",210,322,83,11,2014,"belmont"""
"4419",NA,NA,NA,NA,NA,NA,NA,NA,2014,"eastern-kentucky"""
"4420","jayquan mccloud","0.8385","pg","6-4",180,275,55,17,2014,"murray-state"""
"4421","kedrick flomo","0.8067","pg","6-0",160,441,94,17,2014,"murray-state"""
"4422","cj carr","0.7222","pg","5-7",160,499,108,31,2014,"siue"""
"4423","jalen henry",NA,"pf","6-7",190,NA,NA,NA,2014,"siue"""
"4424","christian mekowulu",NA,"pf","6-8",245,NA,NA,NA,2014,"tennessee-state"""
"4425","charles tucker",NA,"pg","-",NA,NA,NA,NA,2014,"tennessee-state"""
"4426",NA,NA,NA,NA,NA,NA,NA,NA,2014,"tennessee-tech"""
"4427",NA,NA,NA,NA,NA,NA,NA,NA,2014,"tennessee-martin"""
"4428","jc show","0.8333","pg","6-2",195,307,67,9,2014,"bucknell"""
"4429","nana foulland",NA,"pf","6-9",220,NA,NA,NA,2014,"bucknell"""
"4430",NA,NA,NA,NA,NA,NA,NA,NA,2014,"lehigh"""
"4431",NA,NA,NA,NA,NA,NA,NA,NA,2014,"loyola-maryland"""
"4432",NA,NA,NA,NA,NA,NA,NA,NA,2014,"etsu"""
"4433",NA,NA,NA,NA,NA,NA,NA,NA,2014,"furman"""
"4434","evan taylor",NA,"sg","6-4",205,NA,NA,NA,2014,"samford"""
"4435","christen cunningham",NA,"pg","6-2",NA,NA,NA,NA,2014,"samford"""
"4436","lloyd burgess","0.7975","c""","6-9",285,460,51,19,2014,"uncg"""
"4437","garrett collins","0.7","sf","6-5",185,500,99,18,2014,"uncg"""
"4438","c.j. coleman","0.7667","pg","6-3",175,487,104,29,2014,"uncg"""
"4439",NA,NA,NA,NA,NA,NA,NA,NA,2014,"vmi"""
"4440",NA,NA,NA,NA,NA,NA,NA,NA,2014,"wofford"""
"4441","jordan howard",NA,"pg","5-10",150,NA,NA,NA,2014,"central-arkansas"""
"4442","thatch unruh",NA,"sg","6-4",NA,NA,NA,NA,2014,"central-arkansas"""
"4443","bryce jackson",NA,"pf","6-7",NA,NA,NA,NA,2014,"new-orleans"""
"4444","colton weisbrod",NA,"sf","6-5",205,NA,NA,NA,2014,"new-orleans"""
"4445","travin thibodeaux",NA,"pf","6-8",208,NA,NA,NA,2014,"new-orleans"""
"4446","michael zeno",NA,"sf","6-6",198,NA,NA,NA,2014,"new-orleans"""
"4447",NA,NA,NA,NA,NA,NA,NA,NA,2014,"nicholls-state"""
"4448",NA,NA,NA,NA,NA,NA,NA,NA,2014,"tamucc"""
"4449","xavier williams","0.7","pf","6-9",210,511,124,14,2014,"aamu"""
"4450","quinterian mcconico",NA,"pf","6-8",NA,NA,NA,NA,2014,"aamu"""
"4451","john brisco","0.7","pg","5-11",172,510,110,32,2014,"pvamu"""
"4452","kenneth hicks",NA,"sg","6-3",NA,NA,NA,NA,2014,"pvamu"""
"4453","jacoby green",NA,"sg","6-3",175,NA,NA,NA,2014,"pvamu"""
"4454",NA,NA,NA,NA,NA,NA,NA,NA,2014,"southern"""
"4455",NA,NA,NA,NA,NA,NA,NA,NA,2014,"texas-southern"""
"4456","billy magarity",NA,"pf","6-11",225,NA,NA,NA,2013,"boston-college"""
"4457","garland owens","0.8167","sf","6-5",205,325,66,21,2013,"boston-college"""
"4458","darryl hicks","0.8247","sg","6-4",190,311,70,4,2013,"boston-college"""
"4459","patrick rooks","0.8668","sg","6-3",170,191,47,8,2013,"clemson"""
"4460","sidy djitte","0.8462","pf","6-10",215,243,52,10,2013,"clemson"""
"4461","austin ajukwa","0.7733","sf","6-5",190,379,76,7,2013,"clemson"""
"4462","ibrahim djambo ",NA,"pf","6-10",NA,NA,NA,NA,2013,"clemson"""
"4463","jabari parker","0.9989","sf","6-8",241,4,3,1,2013,"duke"""
"4464","semi ojeleye","0.989","sf","6-7",215,26,8,1,2013,"duke"""
"4465","matt jones","0.9864","sg","6-4",175,38,11,6,2013,"duke"""
"4466","xavier rathan-mayes","0.9832","sg","6-2",175,46,13,2,2013,"florida-state"""
"4467","jarquez smith","0.9264","pf","6-9",225,111,25,4,2013,"florida-state"""
"4468","quinton stephens","0.874","sf","6-8",180,177,34,7,2013,"georgia-tech"""
"4469","travis jorgenson","0.8965","pg","6-0",165,150,37,6,2013,"georgia-tech"""
"4470","terry rozier","0.9876","pg","6-1",180,29,5,2,2013,"louisville"""
"4471","anton gill","0.981","sg","6-3",185,52,15,5,2013,"louisville"""
"4472","chris jones","0.98","pg","5-11",185,NA,NA,NA,2013,"louisville"""
"4473","akoy agau","0.9342","pf","6-9",230,105,24,1,2013,"louisville"""
"4474","deandre burnett","0.9316","pg","6-1",190,108,22,7,2013,"miami"""
"4475","davon reed","0.925","sg","6-5",195,113,31,6,2013,"miami"""
"4476","cornelius elder","0.9","pg","5-11",165,144,34,7,2013,"miami"""
"4477","james kelly","0.83","pf","6-8",245,NA,NA,NA,2013,"miami"""
"4478","manu lecomte","0.8131","pg","5-11",165,330,84,1,2013,"miami"""
"4479","derrick griffin","0.9213","pf","6-7",210,115,27,10,2013,"miami"""
"4480","anthony barber","0.9895","pg","6-1",160,25,4,1,2013,"north-carolina-state"""
"4481","beejay anya","0.9729","c""","6-8",270,66,8,3,2013,"north-carolina-state"""
"4482","kyle washington","0.9644","pf","6-8",215,82,16,5,2013,"north-carolina-state"""
"4483","desmond lee","0.87","sg","6-4",185,NA,NA,NA,2013,"north-carolina-state"""
"4484","lennard freeman","0.8236","pf","6-7",210,316,74,19,2013,"north-carolina-state"""
"4485","nate britt","0.9141","pg","6-2",165,121,28,3,2013,"north-carolina"""
"4486","isaiah hicks","0.9936","pf","6-8",205,16,4,1,2013,"north-carolina"""
"4487","kennedy meeks","0.9773","c""","6-9",275,58,5,2,2013,"north-carolina"""
"4488","demetrius jackson","0.9869","pg","6-2",185,34,8,2,2013,"notre-dame"""
"4489","v.j. beachem","0.9695","sf","6-7",180,74,16,3,2013,"notre-dame"""
"4490","steve vasturia","0.9334","sg","6-4",180,106,29,5,2013,"notre-dame"""
"4491","austin torres","0.7833","pf","6-6",200,365,93,14,2013,"notre-dame"""
"4492","josh newkirk","0.9143","pg","6-2",170,120,27,7,2013,"pittsburgh"""
"4493","michael young","0.9654","pf","6-8",210,81,15,4,2013,"pittsburgh"""
"4494","joseph uchebo","0.9","c""","6-11",260,NA,NA,NA,2013,"pittsburgh"""
"4495","jamel artis","0.8609","sf","6-6",210,209,43,7,2013,"pittsburgh"""
"4496","tyler ennis","0.9907","pg","6-2",180,23,3,1,2013,"syracuse"""
"4497","b.j. johnson","0.9533","sf","6-7",170,89,20,4,2013,"syracuse"""
"4498","ron patterson","0.8748","sg","6-3",195,175,44,7,2013,"syracuse"""
"4499","tyler roberson","0.9846","sf","6-7",190,41,10,3,2013,"syracuse"""
"4500","chinonso obokoh","0.8737","c""","6-10",220,180,15,6,2013,"syracuse"""
"4501","devon hall","0.9135","pg","6-5",205,122,29,9,2013,"virginia"""
"4502","london perrantes","0.8978","pg","6-0",170,147,35,13,2013,"virginia"""
"4503","trevor thompson","0.852","c""","6-10",210,234,18,6,2013,"virginia-tech"""
"4504","maurice kirby","0.7894","c""","6-9",230,363,28,5,2013,"virginia-tech"""
"4505","ben emelogu","0.7667","sg","6-5",190,412,92,31,2013,"virginia-tech"""
"4506","devin wilson","0.7667","pg","6-4",185,415,103,9,2013,"virginia-tech"""
"4507","malik mueller",NA,"pg","6-3",210,NA,NA,NA,2013,"virginia-tech"""
"4508","greg mcclinton","0.9219","sf","6-6",180,114,23,6,2013,"wake-forest"""
"4509","miles overton","0.8532","sg","6-4",190,229,56,8,2013,"wake-forest"""
"4510","ishmail wainright","0.9779","sf","6-5",225,57,14,2,2013,"baylor"""
"4511","allerik freeman","0.9718","sg","6-5",215,69,21,3,2013,"baylor"""
"4512","johnathan motley","0.9082","pf","6-9",205,127,29,11,2013,"baylor"""
